kaporta,lastik,motor,koltuk,ruzgarlik,groundType,mass,speed,projectedSpeed,duration
2,2,0,1,1,Asfalt,735,0.8700001,162.2174,6.654634
2,2,0,1,1,Buz,735,1.044,176.087,5.932338
2,2,0,1,2,Toprak,760,0.402,124.913,8.597362
2,2,0,1,2,Micir,760,0.536,135.5942,8.041111
2,2,0,1,2,Asfalt,760,0.67,146.2754,7.484859
2,2,0,1,2,Buz,760,0.8040001,156.9565,6.928608
2,2,0,2,0,Toprak,760,0.492,132.087,8.22376
2,2,0,2,0,Micir,760,0.656,145.1594,7.542975
2,2,0,2,0,Asfalt,760,0.82,158.2319,6.862191
2,2,0,2,0,Buz,760,0.984,171.3043,6.181406
2,2,0,2,1,Toprak,785,0.432,127.3043,8.472828
2,2,0,2,1,Micir,785,0.576,138.7826,7.875065
2,2,0,2,1,Asfalt,785,0.72,150.2609,7.277303
2,2,0,2,1,Buz,785,0.8640001,161.7391,6.679541
2,2,0,2,2,Toprak,810,0.312,117.7391,8.970963
2,2,0,2,2,Micir,810,0.416,126.029,8.539246
2,2,0,2,2,Asfalt,810,0.52,134.3188,8.107529
2,2,0,2,2,Buz,810,0.624,142.6087,7.675811
2,2,1,0,0,Toprak,860,0.5280001,134.9565,8.074319
2,2,1,0,0,Micir,860,0.7040001,148.9855,7.343721
2,2,1,0,0,Asfalt,860,0.8800001,163.0145,6.613123
2,2,1,0,0,Buz,860,1.056,177.0435,5.882524
2,2,1,0,1,Toprak,885,0.4680001,130.1739,8.323387
2,2,1,0,1,Micir,885,0.6240001,142.6087,7.675811
2,2,1,0,1,Asfalt,885,0.7800001,155.0435,7.028235
2,2,1,0,1,Buz,885,0.9360002,167.4783,6.380659
2,2,1,0,2,Toprak,910,0.348,120.6087,8.821522
2,2,1,0,2,Micir,910,0.464,129.8551,8.339992
2,2,1,0,2,Asfalt,910,0.58,139.1014,7.858461
2,2,1,0,2,Buz,910,0.6960001,148.3478,7.37693
2,2,1,1,0,Toprak,910,0.438,127.7826,8.447921
2,2,1,1,0,Micir,910,0.5840001,139.4203,7.841856
2,2,1,1,0,Asfalt,910,0.73,151.058,7.235792
2,2,1,1,0,Buz,910,0.876,162.6956,6.629727
2,2,1,1,1,Toprak,935,0.3780001,123,8.696988
2,2,1,1,1,Micir,935,0.5040001,133.0435,8.173946
2,2,1,1,1,Asfalt,935,0.6300001,143.087,7.650904
2,2,1,1,1,Buz,935,0.7560001,153.1304,7.127862
2,2,1,1,2,Toprak,960,0.258,113.4348,9.195124
2,2,1,1,2,Micir,960,0.344,120.2899,8.838126
2,2,1,1,2,Asfalt,960,0.43,127.1449,8.48113
2,2,1,1,2,Buz,960,0.5160001,134,8.124133
2,2,1,2,0,Toprak,960,0.348,120.6087,8.821522
2,2,1,2,0,Micir,960,0.464,129.8551,8.339992
2,2,1,2,0,Asfalt,960,0.58,139.1014,7.858461
2,2,1,2,0,Buz,960,0.6960001,148.3478,7.37693
2,2,1,2,1,Toprak,985,0.288,115.8261,9.07059
2,2,1,2,1,Micir,985,0.384,123.4783,8.672082
2,2,1,2,1,Asfalt,985,0.48,131.1304,8.273574
2,2,1,2,1,Buz,985,0.576,138.7826,7.875065
2,2,1,2,2,Toprak,1010,0.168,106.2609,9.568725
2,2,1,2,2,Micir,1010,0.224,110.7246,9.336262
2,2,1,2,2,Asfalt,1010,0.28,115.1884,9.103799
2,2,1,2,2,Buz,1010,0.3360001,119.6522,8.871336
2,2,2,0,0,Toprak,760,0.6000001,140.6956,7.775438
2,2,2,0,0,Micir,760,0.8000001,156.6377,6.945212
2,2,2,0,0,Asfalt,760,1,172.5797,6.114987
2,2,2,0,0,Buz,760,1.2,188.5217,5.284762
2,2,2,0,1,Toprak,785,0.5400001,135.913,8.024506
2,2,2,0,1,Micir,785,0.7200001,150.2609,7.277303
2,2,2,0,1,Asfalt,785,0.9000001,164.6087,6.5301
2,2,2,0,1,Buz,785,1.08,178.9565,5.782897
2,2,2,0,2,Toprak,810,0.42,126.3478,8.522641
2,2,2,0,2,Micir,810,0.5600001,137.5072,7.941483
2,2,2,0,2,Asfalt,810,0.7,148.6667,7.360326
2,2,2,0,2,Buz,810,0.8400001,159.8261,6.779168
2,2,2,1,0,Toprak,810,0.5100001,133.5217,8.149039
2,2,2,1,0,Micir,810,0.68,147.0725,7.443348
2,2,2,1,0,Asfalt,810,0.85,160.6232,6.737657
2,2,2,1,0,Buz,810,1.02,174.1739,6.031965
2,2,2,1,1,Toprak,835,0.45,128.7391,8.398108
2,2,2,1,1,Micir,835,0.6000001,140.6956,7.775438
2,2,2,1,1,Asfalt,835,0.7500001,152.6522,7.152769
2,2,2,1,1,Buz,835,0.9000001,164.6087,6.5301
2,2,2,1,2,Toprak,860,0.33,119.1739,8.896242
2,2,2,1,2,Micir,860,0.44,127.942,8.439619
2,2,2,1,2,Asfalt,860,0.55,136.7101,7.982995
2,2,2,1,2,Buz,860,0.66,145.4783,7.526371
2,2,2,2,0,Toprak,860,0.42,126.3478,8.522641
2,2,2,2,0,Micir,860,0.56,137.5072,7.941483
2,2,2,2,0,Asfalt,860,0.7,148.6667,7.360326
2,2,2,2,0,Buz,860,0.84,159.8261,6.779168
2,2,2,2,1,Toprak,885,0.36,121.5652,8.771708
2,2,2,2,1,Micir,885,0.48,131.1304,8.273574
2,2,2,2,1,Asfalt,885,0.6,140.6956,7.775438
2,2,2,2,1,Buz,885,0.72,150.2609,7.277303
2,2,2,2,2,Toprak,910,0.24,112,9.269844
2,2,2,2,2,Micir,910,0.32,118.3768,8.937754
2,2,2,2,2,Asfalt,910,0.4,124.7536,8.605663
2,2,2,2,2,Buz,910,0.48,131.1304,8.273574
